seq,pos_x,pos_y,pos_z,image_rel
76,24.584730,29.276620,182.770300,images/downcam_000076.png
77,23.217720,29.273980,180.050800,images/downcam_000077.png
78,21.713510,29.397100,177.330600,images/downcam_000078.png
79,20.433560,29.513990,174.597300,images/downcam_000079.png
80,19.540450,29.481420,171.730900,images/downcam_000080.png
81,19.147290,29.328590,168.725100,images/downcam_000081.png
82,19.317510,29.151660,165.699000,images/downcam_000082.png
83,20.054880,29.014940,162.673900,images/downcam_000083.png
84,21.206400,28.944560,159.839700,images/downcam_000084.png
85,22.589140,28.927270,157.164000,images/downcam_000085.png
86,24.118220,28.945900,154.533500,images/downcam_000086.png
87,25.679380,28.997490,151.952500,images/downcam_000087.png
88,27.216200,29.088930,149.359900,images/downcam_000088.png
89,28.680430,29.223580,146.703200,images/downcam_000089.png
90,29.989500,29.388620,144.007500,images/downcam_000090.png
91,31.118710,29.563670,141.158100,images/downcam_000091.png
92,31.913540,29.653410,138.225100,images/downcam_000092.png
93,32.294200,29.554880,135.144300,images/downcam_000093.png
94,32.280340,29.337230,132.067900,images/downcam_000094.png
95,32.000820,29.124880,129.011500,images/downcam_000095.png
96,31.584200,28.982530,126.023800,images/downcam_000096.png
97,31.114300,28.913750,123.052400,images/downcam_000097.png
98,30.645850,28.902120,120.064300,images/downcam_000098.png
99,30.205880,28.927640,116.958400,images/downcam_000099.png
100,29.853820,28.967530,113.977000,images/downcam_000100.png
101,29.574480,29.008830,110.871900,images/downcam_000101.png
102,29.391400,29.039360,107.826400,images/downcam_000102.png
103,29.293690,29.056360,104.693300,images/downcam_000103.png
104,29.277280,29.059650,101.681600,images/downcam_000104.png
105,29.324380,29.053580,98.636600,images/downcam_000105.png
106,29.423150,29.042300,95.488970,images/downcam_000106.png
107,29.547770,29.031050,92.481460,images/downcam_000107.png
108,29.688990,29.021990,89.404460,images/downcam_000108.png
109,29.826530,29.016810,86.390500,images/downcam_000109.png
110,29.952620,29.015240,83.361300,images/downcam_000110.png
111,30.057970,29.016450,80.348430,images/downcam_000111.png
112,30.138980,29.020610,77.316680,images/downcam_000112.png
113,30.192580,29.036070,74.293910,images/downcam_000113.png
114,30.219620,29.081750,71.076250,images/downcam_000114.png
115,30.217500,29.169810,67.902190,images/downcam_000115.png
116,30.191380,29.297230,64.842640,images/downcam_000116.png
117,30.141500,29.459610,61.705100,images/downcam_000117.png
118,30.044020,29.596880,58.570310,images/downcam_000118.png
119,29.862450,29.606410,55.557920,images/downcam_000119.png
120,29.574360,29.503850,52.496690,images/downcam_000120.png
121,29.197240,29.378590,49.486720,images/downcam_000121.png
122,28.754210,29.303010,46.517460,images/downcam_000122.png
123,28.251740,29.301270,43.462330,images/downcam_000123.png
124,27.733430,29.362930,40.432290,images/downcam_000124.png
125,27.207520,29.458140,37.335100,images/downcam_000125.png
126,26.714290,29.549120,34.293850,images/downcam_000126.png
127,26.260660,29.614740,31.272660,images/downcam_000127.png
128,25.850420,29.651730,28.252550,images/downcam_000128.png
129,25.485070,29.672000,25.253780,images/downcam_000129.png
130,25.165470,29.701750,22.200320,images/downcam_000130.png
131,25.118540,29.814780,19.235570,images/downcam_000131.png
132,25.503230,29.957020,17.071200,images/downcam_000132.png
133,26.195190,30.018590,15.676460,images/downcam_000133.png
134,27.134880,29.983260,14.906880,images/downcam_000134.png
135,28.384530,29.910040,14.564400,images/downcam_000135.png
136,30.039650,29.821790,14.533510,images/downcam_000136.png
137,32.039220,29.710260,14.828040,images/downcam_000137.png
138,34.360160,29.581530,15.537500,images/downcam_000138.png
139,37.062920,29.477470,16.865900,images/downcam_000139.png
140,39.539070,29.484860,18.690920,images/downcam_000140.png
141,41.490070,29.499450,20.957330,images/downcam_000141.png
142,42.863050,29.387100,23.666040,images/downcam_000142.png
143,43.592380,29.215250,26.623300,images/downcam_000143.png
144,43.712540,29.068360,29.668590,images/downcam_000144.png
145,43.374610,28.978460,32.708680,images/downcam_000145.png
146,42.759160,28.942740,35.782990,images/downcam_000146.png
147,42.030690,28.946220,38.787190,images/downcam_000147.png
148,41.300130,28.969280,41.700650,images/downcam_000148.png
149,40.582980,28.999480,44.752590,images/downcam_000149.png
150,39.972050,29.025460,47.771930,images/downcam_000150.png
151,39.475390,29.042900,50.891840,images/downcam_000151.png
152,39.139760,29.049680,53.892400,images/downcam_000152.png
153,38.934710,29.048150,57.071370,images/downcam_000153.png
154,38.870670,29.041420,60.150950,images/downcam_000154.png
155,38.919570,29.032810,63.294470,images/downcam_000155.png
156,39.050400,29.025420,66.330970,images/downcam_000156.png
157,39.233400,29.020460,69.330470,images/downcam_000157.png
158,39.458050,29.018140,72.519740,images/downcam_000158.png
159,39.682130,29.018350,75.637680,images/downcam_000159.png
160,39.885500,29.020070,78.685740,images/downcam_000160.png
161,40.059040,29.022340,81.730550,images/downcam_000161.png
162,40.196420,29.024480,84.834520,images/downcam_000162.png
163,40.290630,29.026000,87.971710,images/downcam_000163.png
164,40.339980,29.026690,91.048480,images/downcam_000164.png
165,40.350490,29.026680,94.258130,images/downcam_000165.png
166,40.328640,29.026230,97.285290,images/downcam_000166.png
167,40.282920,29.025580,100.361700,images/downcam_000167.png
168,40.223510,29.024970,103.364000,images/downcam_000168.png
169,40.156790,29.024520,106.382200,images/downcam_000169.png
170,40.089700,29.024290,109.407800,images/downcam_000170.png
171,40.027870,29.024250,112.439500,images/downcam_000171.png
172,39.973770,29.024360,115.585600,images/downcam_000172.png
173,39.932910,29.024540,118.710200,images/downcam_000173.png
174,39.906750,29.024710,121.710500,images/downcam_000174.png
175,39.892840,29.024840,124.816100,images/downcam_000175.png
176,39.890890,29.024920,127.875400,images/downcam_000176.png
177,39.898670,29.024930,130.979200,images/downcam_000177.png
178,39.913210,29.024910,133.996600,images/downcam_000178.png
179,39.932660,29.024850,137.094800,images/downcam_000179.png
180,39.953860,29.024800,140.152800,images/downcam_000180.png
181,39.974870,29.024770,143.209000,images/downcam_000181.png
182,39.993840,29.024740,146.243000,images/downcam_000182.png
183,40.010200,29.024740,149.372100,images/downcam_000183.png
184,40.022190,29.024940,152.414000,images/downcam_000184.png
185,40.030190,29.028350,155.571200,images/downcam_000185.png
186,40.033670,29.041490,158.648400,images/downcam_000186.png
187,40.033130,29.073490,161.953000,images/downcam_000187.png
188,40.029320,29.122530,165.033600,images/downcam_000188.png
189,40.023270,29.186810,168.069500,images/downcam_000189.png
190,40.015730,29.262140,171.144800,images/downcam_000190.png
191,40.007640,29.340700,174.253600,images/downcam_000191.png
192,40.000300,29.411490,177.259500,images/downcam_000192.png
193,39.994080,29.473640,180.348800,images/downcam_000193.png
194,39.989860,29.523590,183.434800,images/downcam_000194.png
195,39.988020,29.563480,186.472300,images/downcam_000195.png
196,39.988440,29.598440,189.473500,images/downcam_000196.png
197,39.990750,29.633120,192.480300,images/downcam_000197.png
198,39.994370,29.669410,195.522100,images/downcam_000198.png
199,40.042200,29.723030,198.550600,images/downcam_000199.png
200,40.404340,29.838640,201.410800,images/downcam_000200.png
201,41.143390,29.949840,203.498300,images/downcam_000201.png
202,42.182540,29.983850,204.867800,images/downcam_000202.png
203,43.472260,29.938000,205.620900,images/downcam_000203.png
204,45.107080,29.849370,205.932800,images/downcam_000204.png
205,47.131420,29.730240,205.849900,images/downcam_000205.png
206,49.431420,29.588260,205.346200,images/downcam_000206.png
207,52.258030,29.434110,204.202500,images/downcam_000207.png
208,54.867080,29.368530,202.706300,images/downcam_000208.png
209,57.424290,29.422860,201.116500,images/downcam_000209.png
210,59.924770,29.577620,199.446500,images/downcam_000210.png
211,62.278290,29.655540,197.387600,images/downcam_000211.png
212,64.134600,29.566140,194.949100,images/downcam_000212.png
213,65.373960,29.382610,192.190700,images/downcam_000213.png
214,65.975100,29.188620,189.214900,images/downcam_000214.png
215,65.974190,29.045750,186.190000,images/downcam_000215.png
216,65.453480,28.968710,183.204200,images/downcam_000216.png
217,64.560560,28.945190,180.308300,images/downcam_000217.png
218,63.474030,28.955360,177.448100,images/downcam_000218.png
219,62.355740,28.980920,174.648700,images/downcam_000219.png
220,61.237550,29.010300,171.710900,images/downcam_000220.png
221,60.263800,29.033430,168.792100,images/downcam_000221.png
222,59.457270,29.047240,165.794700,images/downcam_000222.png
223,58.872670,29.051210,162.820900,images/downcam_000223.png
224,58.497740,29.047790,159.788500,images/downcam_000224.png
225,58.328020,29.040020,156.702800,images/downcam_000225.png
226,58.343220,29.031070,153.543500,images/downcam_000226.png
227,58.496620,29.024030,150.545100,images/downcam_000227.png
228,58.752970,29.019510,147.464200,images/downcam_000228.png
229,59.075700,29.017870,144.303000,images/downcam_000229.png
230,59.402520,29.018580,141.279300,images/downcam_000230.png
231,59.713460,29.020560,138.279200,images/downcam_000231.png
232,59.989940,29.022950,135.257200,images/downcam_000232.png
233,60.213520,29.025020,132.240800,images/downcam_000233.png
234,60.376950,29.026400,129.214800,images/downcam_000234.png
235,60.477510,29.026970,126.198500,images/downcam_000235.png
236,60.519630,29.026860,123.164800,images/downcam_000236.png
237,60.510210,29.026310,120.108300,images/downcam_000237.png
238,60.460380,29.025590,117.089200,images/downcam_000238.png
239,60.381520,29.024930,114.050000,images/downcam_000239.png
240,60.285980,29.024450,111.011400,images/downcam_000240.png
241,60.182580,29.024220,107.902400,images/downcam_000241.png
242,60.085850,29.024200,104.871100,images/downcam_000242.png
243,59.999910,29.024340,101.817600,images/downcam_000243.png
244,59.931230,29.024540,98.801550,images/downcam_000244.png
245,59.881230,29.024740,95.783650,images/downcam_000245.png
246,59.850190,29.024880,92.723370,images/downcam_000246.png
247,59.837570,29.024950,89.519830,images/downcam_000247.png
248,59.841930,29.024960,86.445600,images/downcam_000248.png
249,59.859010,29.024920,83.357320,images/downcam_000249.png
250,59.885010,29.024860,80.253040,images/downcam_000250.png
251,59.915140,29.024800,77.223080,images/downcam_000251.png
252,59.946850,29.024760,74.167990,images/downcam_000252.png
253,59.976810,29.024730,71.144810,images/downcam_000253.png
254,60.004020,29.024840,68.017650,images/downcam_000254.png
255,60.025100,29.027200,64.991870,images/downcam_000255.png
256,60.040280,29.037990,61.921420,images/downcam_000256.png
257,60.048950,29.063880,58.839480,images/downcam_000257.png
258,60.051310,29.106950,55.831390,images/downcam_000258.png
259,60.048260,29.167050,52.800820,images/downcam_000259.png
260,60.040610,29.240740,49.704540,images/downcam_000260.png
261,60.030110,29.317050,46.691460,images/downcam_000261.png
262,60.017810,29.391670,43.618660,images/downcam_000262.png
263,60.005410,29.457350,40.522510,images/downcam_000263.png
264,59.994790,29.509900,37.483390,images/downcam_000264.png
265,59.986870,29.552790,34.392950,images/downcam_000265.png
266,59.982640,29.590590,31.211880,images/downcam_000266.png
267,59.982520,29.625470,28.174880,images/downcam_000267.png
268,59.985770,29.661950,25.096200,images/downcam_000268.png
269,60.013170,29.708260,22.032840,images/downcam_000269.png
270,60.290940,29.811600,19.123750,images/downcam_000270.png
271,60.960500,29.930730,16.876540,images/downcam_000271.png
272,61.926530,29.983960,15.380700,images/downcam_000272.png
273,63.160870,29.952760,14.502620,images/downcam_000273.png
274,64.749190,29.869560,14.095170,images/downcam_000274.png
275,66.652020,29.759270,14.092080,images/downcam_000275.png
276,68.875940,29.622450,14.491500,images/downcam_000276.png
277,71.696430,29.460170,15.518970,images/downcam_000277.png
278,74.367010,29.372050,16.982390,images/downcam_000278.png
279,76.942090,29.402310,18.578370,images/downcam_000279.png
280,79.488400,29.549470,20.235090,images/downcam_000280.png
281,81.810170,29.655710,22.137400,images/downcam_000281.png
282,83.778210,29.598790,24.487300,images/downcam_000282.png
283,85.182110,29.421810,27.260010,images/downcam_000283.png
284,85.903420,29.221710,30.220810,images/downcam_000284.png
285,86.007250,29.067030,33.229730,images/downcam_000285.png
286,85.558320,28.976310,36.304620,images/downcam_000286.png
287,84.720760,28.945600,39.189900,images/downcam_000287.png
288,83.627710,28.952090,42.127450,images/downcam_000288.png
289,82.461610,28.977840,45.052410,images/downcam_000289.png
290,81.371960,29.006680,47.890690,images/downcam_000290.png
291,80.378720,29.031020,50.809170,images/downcam_000291.png
292,79.533140,29.046410,53.863490,images/downcam_000292.png
293,78.926680,29.051350,56.832820,images/downcam_000293.png
294,78.514310,29.048240,60.021810,images/downcam_000294.png
295,78.334400,29.040610,63.090470,images/downcam_000295.png
296,78.338910,29.031650,66.228320,images/downcam_000296.png
297,78.489580,29.024270,69.305400,images/downcam_000297.png
298,78.734060,29.019680,72.297390,images/downcam_000298.png
299,79.041200,29.017870,75.340990,images/downcam_000299.png
300,79.379820,29.018440,78.479960,images/downcam_000300.png
301,79.705220,29.020480,81.610850,images/downcam_000301.png
302,79.980230,29.022850,84.603160,images/downcam_000302.png
303,80.211140,29.025000,87.702070,images/downcam_000303.png
304,80.375670,29.026400,90.740770,images/downcam_000304.png
305,80.477720,29.026980,93.807300,images/downcam_000305.png
306,80.519620,29.026860,96.924220,images/downcam_000306.png
307,80.508330,29.026280,99.995160,images/downcam_000307.png
308,80.454100,29.025540,103.148400,images/downcam_000308.png
309,80.373290,29.024880,106.192500,images/downcam_000309.png
310,80.277190,29.024420,109.223300,images/downcam_000310.png
311,80.176800,29.024210,112.243300,images/downcam_000311.png
312,80.079920,29.024210,115.298600,images/downcam_000312.png
313,79.995040,29.024350,118.350100,images/downcam_000313.png
314,79.923480,29.024570,121.579300,images/downcam_000314.png
315,79.876010,29.024760,124.605700,images/downcam_000315.png
316,79.847670,29.024890,127.658800,images/downcam_000316.png
317,79.837580,29.024950,130.670700,images/downcam_000317.png
318,79.842710,29.024960,133.683500,images/downcam_000318.png
319,79.859900,29.024910,136.718800,images/downcam_000319.png
320,79.886000,29.024850,139.812500,images/downcam_000320.png
321,79.916630,29.024790,142.885500,images/downcam_000321.png
322,79.948060,29.024760,145.918300,images/downcam_000322.png
323,79.977940,29.024740,148.950100,images/downcam_000323.png
324,80.004170,29.024840,151.982000,images/downcam_000324.png
325,80.025190,29.027210,155.012800,images/downcam_000325.png
326,80.040220,29.037910,158.064100,images/downcam_000326.png
327,80.049010,29.064660,161.227900,images/downcam_000327.png
328,80.051180,29.109320,164.305200,images/downcam_000328.png
329,80.047820,29.171020,167.377500,images/downcam_000329.png
330,80.040210,29.243070,170.388600,images/downcam_000330.png
331,80.029690,29.319110,173.390000,images/downcam_000331.png
332,80.017110,29.395060,176.528700,images/downcam_000332.png
333,80.005130,29.458490,179.537200,images/downcam_000333.png
334,79.994300,29.512370,182.678000,images/downcam_000334.png
335,79.986660,29.554510,185.744500,images/downcam_000335.png
336,79.982730,29.590550,188.783300,images/downcam_000336.png
337,79.982590,29.625220,191.803200,images/downcam_000337.png
338,79.985690,29.660900,194.817000,images/downcam_000338.png
339,80.011280,29.706850,197.905400,images/downcam_000339.png
340,80.279790,29.808990,200.818400,images/downcam_000340.png
341,80.944780,29.929230,203.090300,images/downcam_000341.png
342,81.907590,29.983870,204.599700,images/downcam_000342.png
343,83.140910,29.953520,205.488100,images/downcam_000343.png
344,84.721740,29.870930,205.900700,images/downcam_000344.png
345,86.678510,29.757550,205.904100,images/downcam_000345.png
346,88.965510,29.616800,205.483100,images/downcam_000346.png
347,91.781660,29.455950,204.439400,images/downcam_000347.png
348,94.436040,29.371290,202.974000,images/downcam_000348.png
349,97.088100,29.408020,201.329300,images/downcam_000349.png
350,99.662800,29.559170,199.637700,images/downcam_000350.png
351,101.960300,29.649950,197.710000,images/downcam_000351.png
352,103.865200,29.584480,195.378800,images/downcam_000352.png
353,105.212200,29.413840,192.674800,images/downcam_000353.png
354,105.925600,29.219040,189.727700,images/downcam_000354.png
355,106.026200,29.066040,186.686400,images/downcam_000355.png
356,105.563500,28.976720,183.578300,images/downcam_000356.png
357,104.674500,28.946840,180.569200,images/downcam_000357.png
358,103.593900,28.954250,177.694000,images/downcam_000358.png
359,102.424100,28.979800,174.769000,images/downcam_000359.png
360,101.278200,29.009450,171.775300,images/downcam_000360.png
361,100.280100,29.032970,168.801400,images/downcam_000361.png
362,99.455640,29.046970,165.748600,images/downcam_000362.png
363,98.857510,29.050910,162.692800,images/downcam_000363.png
364,98.480670,29.047190,159.571200,images/downcam_000364.png
365,98.320920,29.039240,156.433300,images/downcam_000365.png
366,98.348030,29.030470,153.283100,images/downcam_000366.png
367,98.516070,29.023500,150.199900,images/downcam_000367.png
368,98.779730,29.019300,147.124700,images/downcam_000368.png
369,99.088540,29.017950,144.129100,images/downcam_000369.png
370,99.414010,29.018700,141.122200,images/downcam_000370.png
371,99.722920,29.020680,138.136700,images/downcam_000371.png
372,100.000300,29.029540,135.094900,images/downcam_000372.png
373,100.229200,29.119640,132.057900,images/downcam_000373.png
374,100.410800,29.358800,128.942400,images/downcam_000374.png
375,100.530600,29.684850,125.934600,images/downcam_000375.png
376,100.589600,29.956610,122.945400,images/downcam_000376.png
377,100.582200,30.006670,119.925400,images/downcam_000377.png
378,100.509000,29.867830,116.925100,images/downcam_000378.png
379,100.391100,29.795820,113.868800,images/downcam_000379.png
380,100.266000,29.838730,110.809500,images/downcam_000380.png
381,100.160500,29.864960,107.798400,images/downcam_000381.png
382,100.082300,29.852060,104.781200,images/downcam_000382.png
383,100.030400,29.844050,101.717300,images/downcam_000383.png
384,100.001200,29.848130,98.689780,images/downcam_000384.png
385,99.987280,29.850360,95.615680,images/downcam_000385.png
386,99.983190,29.849060,92.565160,images/downcam_000386.png
387,99.984290,29.848460,89.539570,images/downcam_000387.png
388,99.987610,29.848870,86.494900,images/downcam_000388.png
389,99.991270,29.849030,83.447380,images/downcam_000389.png
390,99.994560,29.848900,80.423820,images/downcam_000390.png
391,99.997050,29.848870,77.418660,images/downcam_000391.png
392,99.998730,29.848890,74.389660,images/downcam_000392.png
393,99.999770,29.848890,71.380040,images/downcam_000393.png
394,100.000300,29.848890,68.369290,images/downcam_000394.png
395,100.000500,29.848890,65.342380,images/downcam_000395.png
396,100.000500,29.848890,62.304190,images/downcam_000396.png
397,100.000500,29.848890,59.280230,images/downcam_000397.png
398,100.000500,29.848890,56.241550,images/downcam_000398.png
399,100.000300,29.848890,53.217120,images/downcam_000399.png
400,100.000200,29.848890,50.182710,images/downcam_000400.png
401,100.000200,29.848890,47.122810,images/downcam_000401.png
402,100.000200,29.848890,44.106480,images/downcam_000402.png
403,100.000200,29.848890,41.069690,images/downcam_000403.png
404,100.000200,29.848890,38.029050,images/downcam_000404.png
405,100.000200,29.848890,35.005340,images/downcam_000405.png
406,100.000200,29.848890,31.976370,images/downcam_000406.png
407,100.000200,29.848890,28.948300,images/downcam_000407.png
408,100.000200,29.848890,25.917630,images/downcam_000408.png
409,100.026400,29.849290,22.887540,images/downcam_000409.png
410,100.276900,29.857700,20.775320,images/downcam_000410.png
411,100.963100,29.863180,18.886760,images/downcam_000411.png
412,102.090900,29.863690,17.329120,images/downcam_000412.png
413,103.624100,29.855800,16.158060,images/downcam_000413.png
414,105.445100,29.842370,15.449870,images/downcam_000414.png
415,107.399400,29.836540,15.219080,images/downcam_000415.png
416,109.415500,29.841210,15.433480,images/downcam_000416.png
417,112.266600,29.851410,16.443250,images/downcam_000417.png
418,114.926000,29.851000,17.862810,images/downcam_000418.png
419,117.562100,29.848280,19.280710,images/downcam_000419.png
420,119.317300,29.848000,20.477710,images/downcam_000420.png
421,120.758200,29.845860,22.025240,images/downcam_000421.png
422,121.744300,29.843970,23.846480,images/downcam_000422.png
423,122.280000,29.845730,25.872990,images/downcam_000423.png
424,122.345800,29.850040,28.878580,images/downcam_000424.png
425,121.946500,29.849720,31.912390,images/downcam_000425.png
426,121.416900,29.848520,34.919220,images/downcam_000426.png
427,120.927300,29.848700,37.891040,images/downcam_000427.png
428,120.535700,29.849040,40.888240,images/downcam_000428.png
429,120.259000,29.848960,43.896660,images/downcam_000429.png
430,120.083800,29.848870,46.923620,images/downcam_000430.png
431,119.987700,29.848890,49.951760,images/downcam_000431.png
432,119.945100,29.848890,52.985660,images/downcam_000432.png
433,119.935200,29.848890,56.015860,images/downcam_000433.png
434,119.942100,29.848890,59.048810,images/downcam_000434.png
435,119.955700,29.848890,62.087870,images/downcam_000435.png
436,119.969800,29.848890,65.117950,images/downcam_000436.png
437,119.981800,29.848890,68.146010,images/downcam_000437.png
438,119.990600,29.848890,71.190040,images/downcam_000438.png
439,119.996400,29.848890,74.214000,images/downcam_000439.png
440,119.999700,29.848890,77.244250,images/downcam_000440.png
441,120.001300,29.848890,80.278280,images/downcam_000441.png
442,120.001800,29.848890,83.312530,images/downcam_000442.png
443,120.025600,29.877550,86.350620,images/downcam_000443.png
444,120.036300,29.883320,89.365460,images/downcam_000444.png
445,120.010600,29.835470,92.392020,images/downcam_000445.png
446,120.063900,29.812100,95.427190,images/downcam_000446.png
447,120.172900,29.832420,98.482750,images/downcam_000447.png
448,120.265000,29.860330,101.514900,images/downcam_000448.png
449,120.375000,29.863590,104.524500,images/downcam_000449.png
450,120.618600,29.871030,107.541900,images/downcam_000450.png
451,120.874200,29.881450,110.539300,images/downcam_000451.png
452,120.901300,29.857030,113.590200,images/downcam_000452.png
453,120.690300,29.812310,116.619200,images/downcam_000453.png
454,120.417900,29.785960,119.630800,images/downcam_000454.png
455,120.166500,29.808010,122.648800,images/downcam_000455.png
456,119.961400,29.857370,125.644300,images/downcam_000456.png
457,119.970200,29.879490,128.675100,images/downcam_000457.png
458,120.210400,29.854280,131.688500,images/downcam_000458.png
459,120.286900,29.831420,134.697400,images/downcam_000459.png
460,120.156400,29.847950,137.697600,images/downcam_000460.png
461,119.964600,29.883870,140.704800,images/downcam_000461.png
462,119.766900,29.883090,143.720300,images/downcam_000462.png
463,119.659700,29.854510,146.742500,images/downcam_000463.png
464,119.646900,29.847530,149.773700,images/downcam_000464.png
465,119.599300,29.854970,152.781000,images/downcam_000465.png
466,119.484100,29.856000,155.811300,images/downcam_000466.png
467,119.419100,29.854340,158.829700,images/downcam_000467.png
468,119.590900,29.854890,161.845400,images/downcam_000468.png
469,120.040700,29.866880,164.832700,images/downcam_000469.png
470,120.516400,29.879660,167.847900,images/downcam_000470.png
471,120.708200,29.858150,170.882600,images/downcam_000471.png
472,120.712900,29.833770,173.916200,images/downcam_000472.png
473,120.625800,29.851940,176.920700,images/downcam_000473.png
474,120.572100,29.876890,179.927800,images/downcam_000474.png
475,120.512100,29.852770,182.978300,images/downcam_000475.png
476,120.311900,29.803360,186.031300,images/downcam_000476.png
477,120.089200,29.785170,189.028900,images/downcam_000477.png
478,119.896900,29.820000,192.064400,images/downcam_000478.png
479,119.793700,29.869190,195.118500,images/downcam_000479.png
480,120.055100,29.873680,198.088500,images/downcam_000480.png
481,120.689000,29.856580,200.097900,images/downcam_000481.png
482,121.532800,29.863640,201.693100,images/downcam_000482.png
483,122.694500,29.890630,203.090600,images/downcam_000483.png
484,124.369400,29.884200,204.144500,images/downcam_000484.png
485,126.523300,29.832820,204.586200,images/downcam_000485.png
486,128.809700,29.800910,204.405000,images/downcam_000486.png
487,130.969300,29.807050,203.820100,images/downcam_000487.png
488,133.745900,29.827840,202.623600,images/downcam_000488.png
489,136.465300,29.859510,201.261500,images/downcam_000489.png
490,138.391100,29.897520,200.168500,images/downcam_000490.png
491,139.936100,29.904040,198.822400,images/downcam_000491.png
492,141.000300,29.873440,197.245700,images/downcam_000492.png
493,141.668500,29.839320,195.553400,images/downcam_000493.png
494,142.174800,29.807240,192.545300,images/downcam_000494.png
495,142.241200,29.775030,189.515700,images/downcam_000495.png
496,142.455900,29.597550,186.522300,images/downcam_000496.png
497,142.738000,29.570190,183.526900,images/downcam_000497.png
